#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
211	ANKRD36_AD	ANKRD36	375248	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	ANKRD36C_AD	ANKRD36C	400986	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	CNTNAP3B_AD	CNTNAP3B	728577	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	DCAF15_AR	DCAF15	90379	AR	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	FAM136A_AD	FAM136A	84908	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	FAM136A_AR	FAM136A	84908	AR	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	FAM86B1_AD	FAM86B1	85002	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	FOXD4L3_AD	FOXD4L3	286380	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	FRG2B_AD	FRG2B	441581	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	FRG2C_AD	FRG2C	100288801	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	GOLGA6L9_AD	GOLGA6L9	440295	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	HLA-DQA1_AD	HLA-DQA1	3117	AD	0.4465	0.0162	0.0000	1.0000	0.5863	0.0000	0.0000	0.0000	0.5863	0.5000	0	Celiac disease, susceptibility to (OMIM:212750): Nephrocalcinosis (HP:0000121)-Cerebral calcification (HP:0002514), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Weight loss (HP:0001824), Premature birth (HP:0001622)-Delayed puberty (HP:0000823), Short stature (HP:0004322)-Short stature (HP:0004322), 					
211	HLA-DRB5_AD	HLA-DRB5	3127	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	HLA-DRB5_AR	HLA-DRB5	3127	AR	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	IL32_AD	IL32	9235	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	LILRA2_AD	LILRA2	11027	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	LILRB1_AD	LILRB1	10859	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	LILRB1_AR	LILRB1	10859	AR	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	PCDHB8_AD	PCDHB8	56128	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	PCDHB8_AR	PCDHB8	56128	AR	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	TPSB2_AD	TPSB2	64499	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	TUBB8B_AD	TUBB8B	260334	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	ZNF717_AD	ZNF717	100131827	AD	0.4465	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
211	TACC2_AD	TACC2	10579	AD	0.4471	0.0162	0.0000	0.9994	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
235	KCNJ8_AD	KCNJ8	3764	AD	0.4474	0.0161	0.5117	0.4200	0.0000	0.4212	0.0000	0.5117	0.5117	1.0000	0		Failure to thrive (HP:0001508)-weight loss (MP:0001263), Small for gestational age (HP:0001518)-weight loss (MP:0001263), Skeletal muscle atrophy (HP:0003202)-weight loss (MP:0001263), Short stature (HP:0004322)-weight loss (MP:0001263), 		Proximity to ABCC8 associated with Transient neonatal diabetes mellitus (ORPHA:99886): Nephrocalcinosis (HP:0000121)-Abnormality of the kidney (HP:0000077), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Macroglossia (HP:0000158), Short stature (HP:0004322)-Intrauterine growth retardation (HP:0001511), 		
236	KCNJ12_AR	KCNJ12	3768	AR	0.4500	0.0157	0.5005	0.4300	0.0000	0.1997	0.0000	0.5005	0.5005	1.0000	0		Failure to thrive (HP:0001508)-increased startle reflex (MP:0001488), Small for gestational age (HP:0001518)-increased startle reflex (MP:0001488), Premature birth (HP:0001622)-increased startle reflex (MP:0001488), Short stature (HP:0004322)-increased startle reflex (MP:0001488), 		Proximity to CRIPT associated with Rothmund-Thomson syndrome, type 3 (OMIM:615789): Failure to thrive (HP:0001508)-Decreased body weight (HP:0004325), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Short stature (HP:0004322)-Severe short stature (HP:0003510), 		
236	C1QL1_AD	C1QL1	10882	AD	0.4501	0.0157	0.0000	0.9963	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
236	TTN_AR	TTN	7273	AR	0.4502	0.0157	0.4862	0.4459	0.5830	0.4261	0.4457	0.0000	0.5830	1.0000	0	Classic multiminicore myopathy (ORPHA:324604): Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Skeletal muscle atrophy (HP:0003202)-Generalized amyotrophy (HP:0003700), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	Failure to thrive (HP:0001508)-growth decreased occurrence, abnormal (ZP:0003058), Small for gestational age (HP:0001518)-growth decreased occurrence, abnormal (ZP:0003058), Rhabdomyosarcoma (HP:0002859)-skeletal muscle quality, abnormal (ZP:0003067), Skeletal muscle atrophy (HP:0003202)-muscle structure, abnormal (ZP:0001507), Short stature (HP:0004322)-growth decreased occurrence, abnormal (ZP:0003058), 			
239	PWP2_AD	PWP2	5822	AD	0.4513	0.0155	0.5068	0.4215	0.0000	0.0000	0.0000	0.5068	0.5068	1.0000	0				Proximity to WDR4 associated with Microcephaly, growth deficiency, seizures, and brain malformations (OMIM:618346): Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Flexion contracture (HP:0001371), Short stature (HP:0004322)-Short stature (HP:0004322), 		
240	HSD17B12_AD	HSD17B12	51144	AD	0.4578	0.0147	0.5004	0.4223	0.0000	0.2580	0.0000	0.5004	0.5004	1.0000	0		Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 		Proximity to KL associated with ?Tumoral calcinosis, hyperphosphatemic, familial, 3 (OMIM:617994): Nephrocalcinosis (HP:0000121)-Nephrolithiasis (HP:0000787), Skeletal muscle atrophy (HP:0003202)-Achilles tendon calcification (HP:0025441), 	Proximity to KL Nephrocalcinosis (HP:0000121)-nephrocalcinosis (MP:0003197), Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-skin atrophy (MP:0030584), Short stature (HP:0004322)-short malleus manubrium (MP:0008375), 	
241	MUC12_AD	MUC12	10071	AD	0.4604	0.0143	0.5048	0.4148	0.0000	0.0000	0.0000	0.5048	0.5048	1.0000	0				Proximity to GALNT3 associated with Tumoral calcinosis, hyperphosphatemic, familial, 1 (OMIM:211900): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Skeletal muscle atrophy (HP:0003202)-Calcinosis (HP:0003761), 	Proximity to GALNT3 Nephrocalcinosis (HP:0000121)-nephrocalcinosis (MP:0003197), Rhabdomyosarcoma (HP:0002859)-calcified muscle (MP:0003199), Skeletal muscle atrophy (HP:0003202)-calcified muscle (MP:0003199), 	
241	CITED2_AD	CITED2	10370	AD	0.4606	0.0143	0.5007	0.4191	0.2323	0.3604	0.1941	0.5007	0.5007	1.0000	0	Tetralogy of Fallot (ORPHA:3303): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Premature birth (HP:0001622)-Cryptorchidism (HP:0000028), Short stature (HP:0004322)-Intrauterine growth retardation (HP:0001511), 	Nephrocalcinosis (HP:0000121)-abnormal kidney development (MP:0000527), Skeletal muscle atrophy (HP:0003202)-small dorsal root ganglion (MP:0000964), Short stature (HP:0004322)-small dorsal root ganglion (MP:0000964), 	Short stature (HP:0004322)-embryo development delayed, abnormal (ZP:0000594), 		Proximity to MED1 Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body height (MP:0001255), 	
243	AKAP1_AD	AKAP1	8165	AD	0.4629	0.0140	0.5009	0.4167	0.0000	0.0000	0.0000	0.5009	0.5009	1.0000	0				Proximity to PRKAR1A associated with Acrodysostosis 1, with or without hormone resistance (OMIM:101800): Nephrocalcinosis (HP:0000121)-Unilateral renal agenesis (HP:0000122), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Cryptorchidism (HP:0000028), Skeletal muscle atrophy (HP:0003202)-Optic atrophy (HP:0000648), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to PRKAR1A Nephrocalcinosis (HP:0000121)-abnormal urine homeostasis (MP:0009643), Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased bone volume (MP:0010876), Short stature (HP:0004322)-delayed endochondral bone ossification (MP:0003419), 	
244	PKD1_AR	PKD1	5310	AR	0.4638	0.0139	0.2814	0.6642	0.4721	0.5628	0.3057	0.5122	0.5628	0.5000	0	Autosomal dominant polycystic kidney disease (ORPHA:730): Nephrocalcinosis (HP:0000121)-Renal cyst (HP:0000107), Premature birth (HP:0001622)-Reduced sperm motility (HP:0012207), 	Nephrocalcinosis (HP:0000121)-abnormal kidney morphology (MP:0002135), Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	Nephrocalcinosis (HP:0000121)-pronephros cystic, abnormal (ZP:0001445), 	Proximity to INVS associated with Nephronophthisis 2, infantile (OMIM:602088): Nephrocalcinosis (HP:0000121)-Nephronophthisis (HP:0000090), Premature birth (HP:0001622)-Oligohydramnios (HP:0001562), 	Proximity to INVS Nephrocalcinosis (HP:0000121)-nephrocalcinosis (MP:0003197), Failure to thrive (HP:0001508)-slow postnatal weight gain (MP:0008489), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-slow postnatal weight gain (MP:0008489), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), 	Proximity to INVS Nephrocalcinosis (HP:0000121)-cloacal chamber deformed, abnormal (ZP:0002509), 
245	POTEJ_AR	POTEJ	653781	AR	0.4660	0.0136	0.5041	0.4099	0.0000	0.0000	0.0000	0.5041	0.5041	1.0000	0				Proximity to ASH1L associated with Intellectual developmental disorder, autosomal dominant 52 (OMIM:617796): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Breech presentation (HP:0001623), Skeletal muscle atrophy (HP:0003202)-Scapular winging (HP:0003691), Short stature (HP:0004322)-High palate (HP:0000218), 	Proximity to ASH1L Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
246	PRSS2_AR	PRSS2	5645	AR	0.4687	0.0133	0.1129	0.8500	0.2990	0.2259	0.0000	0.0000	0.2990	0.5000	0	Pancreatitis, chronic, protection against (OMIM:167800): Nephrocalcinosis (HP:0000121)-Pancreatic calcification (HP:0005213), 	Failure to thrive (HP:0001508)-impaired righting response (MP:0001523), Small for gestational age (HP:0001518)-impaired righting response (MP:0001523), Premature birth (HP:0001622)-impaired righting response (MP:0001523), Short stature (HP:0004322)-impaired righting response (MP:0001523), 				
247	SAMD3_AD	SAMD3	154075	AD	0.4714	0.0130	0.0000	0.9752	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
248	BSN_AD	BSN	8927	AD	0.4784	0.0122	0.5001	0.4021	0.0000	0.3258	0.0000	0.5001	0.5001	1.0000	0		Failure to thrive (HP:0001508)-impaired hearing (MP:0006325), Small for gestational age (HP:0001518)-impaired hearing (MP:0006325), Premature birth (HP:0001622)-impaired hearing (MP:0006325), Rhabdomyosarcoma (HP:0002859)-myoclonus (MP:0000243), Skeletal muscle atrophy (HP:0003202)-myoclonus (MP:0000243), Short stature (HP:0004322)-impaired hearing (MP:0006325), 		Proximity to STX3 associated with Microvillus inclusion disease (ORPHA:2290): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Skeletal muscle atrophy (HP:0003202)-Villous atrophy (HP:0011473), 		
249	ILDR1_AD	ILDR1	286676	AD	0.4882	0.0111	0.1355	0.8048	0.0000	0.2711	0.2009	0.0000	0.2711	0.5000	0		Failure to thrive (HP:0001508)-sensorineural hearing loss (MP:0004740), Small for gestational age (HP:0001518)-sensorineural hearing loss (MP:0004740), Premature birth (HP:0001622)-sensorineural hearing loss (MP:0004740), Short stature (HP:0004322)-sensorineural hearing loss (MP:0004740), 	Short stature (HP:0004322)-semicircular canal development delayed, abnormal (ZP:0018154), 			
250	TDRD12_AD	TDRD12	91646	AD	0.4896	0.0110	0.5001	0.3909	0.0000	0.3879	0.3005	0.5001	0.5001	1.0000	0		Failure to thrive (HP:0001508)-arrest of spermatogenesis (MP:0001155), Small for gestational age (HP:0001518)-arrest of spermatogenesis (MP:0001155), Premature birth (HP:0001622)-arrest of spermatogenesis (MP:0001155), Skeletal muscle atrophy (HP:0003202)-testicular atrophy (MP:0003205), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	Skeletal muscle atrophy (HP:0003202)-testis atrophied, abnormal (ZP:0009054), 	Proximity to TRNT1 associated with Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay (OMIM:616084): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Skeletal muscle atrophy (HP:0003202)-Cerebral atrophy (HP:0002059), Short stature (HP:0004322)-Growth delay (HP:0001510), 	Proximity to TRNT1 Failure to thrive (HP:0001508)-increased body weight (MP:0001260), Small for gestational age (HP:0001518)-increased body weight (MP:0001260), Skeletal muscle atrophy (HP:0003202)-decreased mean corpuscular volume (MP:0002591), Short stature (HP:0004322)-increased body weight (MP:0001260), 	
251	ALPG_AR	ALPG	251	AR	0.4943	0.0105	0.5003	0.3860	0.0000	0.3075	0.0000	0.5003	0.5003	1.0000	0		Failure to thrive (HP:0001508)-increased body weight (MP:0001260), Small for gestational age (HP:0001518)-increased body weight (MP:0001260), Short stature (HP:0004322)-increased body weight (MP:0001260), 		Proximity to SPR associated with Dopa-responsive dystonia due to sepiapterin reductase deficiency (ORPHA:70594): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Limb hypertonia (HP:0002509), Short stature (HP:0004322)-Growth delay (HP:0001510), 	Proximity to SPR Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	
252	TXNDC11_AR	TXNDC11	51061	AR	0.4973	0.0102	0.5000	0.3833	0.0000	0.2460	0.0000	0.5000	0.5000	1.0000	0		Failure to thrive (HP:0001508)-decreased locomotor activity (MP:0001402), Small for gestational age (HP:0001518)-hyperactivity (MP:0001399), Premature birth (HP:0001622)-hyperactivity (MP:0001399), Short stature (HP:0004322)-hyperactivity (MP:0001399), 		Proximity to RBCK1 associated with Polyglucosan body myopathy 1 with or without immunodeficiency (OMIM:615895): Nephrocalcinosis (HP:0000121)-Vesicoureteral reflux (HP:0000076), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Neonatal omphalitis (HP:0032435), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), Short stature (HP:0004322)-Growth delay (HP:0001510), 	Proximity to RBCK1 Failure to thrive (HP:0001508)-hyperactivity (MP:0001399), Small for gestational age (HP:0001518)-hyperactivity (MP:0001399), Premature birth (HP:0001622)-hyperactivity (MP:0001399), Short stature (HP:0004322)-hyperactivity (MP:0001399), 	
253	TAS2R46_AR	TAS2R46	259292	AR	0.5121	0.0090	0.5000	0.3686	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PIK3C2A associated with Oculoskeletodental syndrome (OMIM:618440): Nephrocalcinosis (HP:0000121)-Renal agenesis (HP:0000104), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Cryptorchidism (HP:0000028), Skeletal muscle atrophy (HP:0003202)-Macroglossia (HP:0000158), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to PIK3C2A Nephrocalcinosis (HP:0000121)-abnormal kidney morphology (MP:0002135), Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
254	KRT6C_AR	KRT6C	286887	AR	0.5208	0.0083	0.2530	0.6396	0.0000	0.5059	0.0000	0.0000	0.5059	0.5000	0		Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 				
255	LFNG_AD	LFNG	3955	AD	0.5216	0.0082	0.2517	0.6402	0.4535	0.2880	0.0000	0.5035	0.5035	0.5000	0	Autosomal recessive spondylocostal dysostosis (ORPHA:2311): Nephrocalcinosis (HP:0000121)-Abnormality of the ureter (HP:0000069), Premature birth (HP:0001622)-Cryptorchidism (HP:0000028), Skeletal muscle atrophy (HP:0003202)-Congenital diaphragmatic hernia (HP:0000776), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-impaired ovarian folliculogenesis (MP:0001129), Small for gestational age (HP:0001518)-impaired ovarian folliculogenesis (MP:0001129), Premature birth (HP:0001622)-impaired ovarian folliculogenesis (MP:0001129), Skeletal muscle atrophy (HP:0003202)-small ovary (MP:0001127), Short stature (HP:0004322)-small ovary (MP:0001127), 		Proximity to DLL1 associated with Microform holoprosencephaly (ORPHA:280200): Nephrocalcinosis (HP:0000121)-Renal agenesis (HP:0000104), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-EMG: myopathic abnormalities (HP:0003458), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to DLL1 Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-decreased locomotor activity (MP:0001402), Skeletal muscle atrophy (HP:0003202)-decreased body height (MP:0001255), Short stature (HP:0004322)-decreased body height (MP:0001255), 	Proximity to DLL1 Rhabdomyosarcoma (HP:0002859)-actin filament myotome increased length, abnormal (ZP:0000433), Skeletal muscle atrophy (HP:0003202)-actin filament myotome increased length, abnormal (ZP:0000433), Short stature (HP:0004322)-somitogenesis delayed, abnormal (ZP:0000565), 
255	TUBB8B_AR	TUBB8B	260334	AR	0.5216	0.0082	0.0000	0.9250	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
257	HIVEP3_AD	HIVEP3	59269	AD	0.5236	0.0081	0.5000	0.3572	0.0000	0.2871	0.0000	0.5000	0.5000	1.0000	0		Nephrocalcinosis (HP:0000121)-hydronephrosis (MP:0000519), 		Proximity to PTCH1 associated with Basal cell nevus syndrome 1 (OMIM:109400): Nephrocalcinosis (HP:0000121)-Calcification of falx cerebri (HP:0005462), Rhabdomyosarcoma (HP:0002859)-Rhabdomyoma (HP:0009730), Skeletal muscle atrophy (HP:0003202)-Sprengel anomaly (HP:0000912), 	Proximity to PTCH1 Nephrocalcinosis (HP:0000121)-small male preputial gland (MP:0002716), Failure to thrive (HP:0001508)-decreased fear-related response (MP:0003460), Small for gestational age (HP:0001518)-decreased fear-related response (MP:0003460), Premature birth (HP:0001622)-decreased fear-related response (MP:0003460), Rhabdomyosarcoma (HP:0002859)-abnormal tendon morphology (MP:0005503), Skeletal muscle atrophy (HP:0003202)-abnormal tendon morphology (MP:0005503), Short stature (HP:0004322)-short tail (MP:0000592), 	Proximity to PTCH1 Rhabdomyosarcoma (HP:0002859)-fast muscle cell mislocalised, abnormal (ZP:0009660), Skeletal muscle atrophy (HP:0003202)-fast muscle cell mislocalised, abnormal (ZP:0009660), Short stature (HP:0004322)-whole organism decreased size, abnormal (ZP:0000324), 
258	INO80_AD	INO80	54617	AD	0.5275	0.0078	0.5075	0.3447	0.0000	0.2911	0.0000	0.5075	0.5075	1.0000	0		Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 		Proximity to BRD4 associated with Cornelia de Lange syndrome (ORPHA:199): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Congenital diaphragmatic hernia (HP:0000776), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BRD4 Nephrocalcinosis (HP:0000121)-nephrocalcinosis (MP:0003197), 	
259	RIMBP3_AR	RIMBP3	85376	AR	0.5286	0.0077	0.5000	0.3521	0.0000	0.3525	0.0000	0.5000	0.5000	1.0000	0		Failure to thrive (HP:0001508)-impaired fertilization (MP:0000242), Small for gestational age (HP:0001518)-impaired fertilization (MP:0000242), Premature birth (HP:0001622)-impaired fertilization (MP:0000242), Short stature (HP:0004322)-impaired fertilization (MP:0000242), 		Proximity to MC1R associated with Large congenital melanocytic nevus (ORPHA:626): Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), 	Proximity to MC1R Failure to thrive (HP:0001508)-hyperpigmentation (MP:0001188), Small for gestational age (HP:0001518)-hyperpigmentation (MP:0001188), Premature birth (HP:0001622)-hyperpigmentation (MP:0001188), Short stature (HP:0004322)-hyperpigmentation (MP:0001188), 	
260	PRAMEF6_AR	PRAMEF6	440561	AR	0.5295	0.0076	0.3901	0.4755	0.0000	0.3901	0.0000	0.0000	0.3901	1.0000	0		Nephrocalcinosis (HP:0000121)-abnormal kidney morphology (MP:0002135), Skeletal muscle atrophy (HP:0003202)-small heart (MP:0002188), Short stature (HP:0004322)-small heart (MP:0002188), 				
260	UNC13B_AD	UNC13B	10497	AD	0.5296	0.0076	0.5025	0.3481	0.0000	0.1808	0.0000	0.5025	0.5025	1.0000	0		Skeletal muscle atrophy (HP:0003202)-small testis (MP:0001147), Short stature (HP:0004322)-small testis (MP:0001147), 		Proximity to STX3 associated with Microvillus inclusion disease (ORPHA:2290): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Skeletal muscle atrophy (HP:0003202)-Villous atrophy (HP:0011473), 		
